Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,618,618
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,315,315
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,536,536
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,510,510
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,444,444
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1310,1310
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,714,714
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2183,2183
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,386,386
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,320,320
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),1619,1619
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),653,653
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,92,92
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,503,503
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1038,1038
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),2000,2000
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,173,173
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,536,536
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,247,247
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1064,1064
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1105,1105
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,683,812
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2274,2274
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,384,384
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL (PwD),Gender-Neutral,715,715
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,442,442
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,164,164
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,1306,1306
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1614,1704
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,1275,1275
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,993,993
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,387,387
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",JK,OPEN (PwD),Gender-Neutral,1014,1014
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,591,591
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,94,94
"National Institute of Technology, Tiruchirappalli","Architecture  (5 Years, Bachelor of Architecture)",OS,OBC-NCL (PwD),Gender-Neutral,47,47
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,374,374
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,784,784
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),396,396
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,431,431
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),847,847
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,143,143
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,233,233
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,116,116
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,196,196
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,216,216
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),405,405
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,14,14
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,7,7
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,6,6
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,569,569
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,105,105
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,183,183
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),390,390
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,8,8
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,674,674
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,53,53
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,75,75
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,35,35
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,7,7
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,794,794
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,153,153
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,479,479
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,313,313
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,309,309
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),572,572
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,93,93
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,334,334
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,88,88
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,290,290
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,699,699
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1154,1154
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,316,316
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),558,558
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1144,1144
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,904,904
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,328,328
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1997,1997
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,405,405
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,913,913
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1973,1973
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,804,804
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),985,985
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,435,435
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1127,1127
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,547,547
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,270,270
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,38,38
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,282,282
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,112,112
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,351,351
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,424,424
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,31,116
